Column Name,ADDED_TIME,AVG_CORE_TEMPARATURE,BIOS_VERSION,BLACK_SCREEN,BUFFERED_MEMORY,CACHED_MEMORY,CHROME_VERSION,BASE_VERSION,COUCHDB_COMPACTIONS,COUCHDB_VERSION,CPU_COUNT,CPU_LOAD,CPU_TEMPARATURE,CPU_TYPE,CPU_USAGE,CTD_STATUS,DEVICE_TYPE,DISK_USAGE,ERLANG_VERSION,ERROR_SELF_REPORT,FREE_MEMORY,HD_MODEL,IMAGE_VERSION,IS_MASTER,JAVA_VERSION,KERNAL_VERSION,MAC,MASTER_DETAILS,MAX_CORE_TEMPARATURE,MEMORY_USAGE,user_ID,app_IS_NOT_RESPONDING,app_TERMINATED_PROGRAMMATICALLY,app_TERMINATED_UNEXPECTEDLY,OS_VERSION,PAYMENT_CUBE_VERSION,PROCESS_CONSUMPTION,_AGENT_VERSION,PYTHON_VERSION,REGISTER_ID,REGISTER_NO,RESOURCE_CONSUMPTION,RX,STATIC_MASTER_SETUP,STORAGE,TOTAL_MEMORY,TUNNEL_PORT,TUNNEL_TIME,TX,UPTIME,XORG_VERSION,IS_CA_SUPPORTED
Description,Time stamp,CPU Core temperature ,Bios Version,Application Crash,Buffered memory,Cached Memory,Chrome Version,Base App version,Couch compactions has occurred?,Couch version,Number of CPU in Device,CPU load,CPU Core temperature,Number of CPU,Usage,Is CTD Connected,Device Type,Total HDD Usage,Erlang version,Application crash report,Free ram,HD model,Application Version,Is master,Java version,Kernal Version,MAC Address,Master details,Max temperature,Used RAM,User ID,,,,,,,,,,,,,,,,,,,,,
